Id	Label	timeset	x_coord	y_coord	Degree	Eccentricity	closnesscentrality	harmonicclosnesscentrality	betweenesscentrality	componentnumber	pageranks	Weighted Degree	y_coord_unique	Authority	Hub	modularity_class	clustering	triangles	eigencentrality
תקנה 15 בתקנות הביטוח הלאומי (בדיקות רפואיות), תשכ"ה-1965			40	315	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה 1) שמות המתכות המסוימות, תרכובותיהן, ונוסחאותיהן הכימיות מיום 7.4.1999 תק' תשנ"ט-1999			40	316	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות בטיחות, בריאות וגיהות מיום 28.1.2016 תיקון מס' 9 ס"ח תשע"ו מס' 2525			40	317	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות הבטיחות בעבודה (גיהות תעסוקתית   ובריאות העובדים ברעש), תשמ"ד-1984			40	318	0	0	0	0	0	43	0.000197	0		0	0	49	0	0	0
תקנות התכנון והבנייה (בקשה להיתר, תנאיו ואגרות), התש"ל-1970			40	319	0	0	0	0	0	44	0.000197	0		0	0	50	0	0	0
הוראת תקנת משנה (א) לא תחול על הפסקה שאינה עולה על 48 שעות, ובלבד שלפרק הזמן האמור, כולו, יגודר המקום ויועמד שומר למניעת גישה למקום.  פרק י"א: ביטומן חם  התאמת עובדים תק'     תשנ"א-1991			40	320	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות אלה יחולו על כל עבודות בניה ובניה הנדסית למעט קו או שלוחה של מסילת ברזל, כביש, מגרש חניה או מגרש ספורט. ביטול   196. תקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955			40	321	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
חוק התקנים, תשי"ג-1953			40	322	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראות סעיף 119א, את הפעלתו. מיום 14.7.2006 תיקון מס' 6 ס"ח תשס"ה מס' 2013			40	323	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנה 40, תאושר גם תקופת אי כשרו של הנפגע לעבודתו או לעבודה מתאימה אחרת על ידי המעביד, הטייס, המפקד או רב החובל, לפי הענין. תנאים לפיהם     תיחשב תאונה כתאונת עבודה תק' (מס' 3)      תשכ"ה-1965			40	324	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות מעבר Go 12   חוק ארגון הפיקוח על העבודה, תשי"ד-1954			40	325	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה 2 לענין תחילה. מס' 1178 מיום 20.7.1961 עמ' 2434 – תק' (מס' 3) תשכ"א-1961			40	326	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנת מערכות תאורה והגברה; (מחק את המיותר), וכי הוא עומד בכל הדרישות המפורטות בפרקים ב' ו-ג' לתקנות הבטיחות בעבודה (עבודה בגובה), התשס"ז-2007			40	327	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
הוראות מעבר (תיקון מס' 5)      תשנ"ז-1997			40	328	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות הבטיחות בעבודה (עגורנאים ומאותתים), תשכ"ז-1966			40	329	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
חוק העונשין, תשל"ז-1977			40	330	5	4	0.484651	0.493149	246.499829	0	0.000754	5		0.041032	0	3	0	0	0.092776
תקנות ארגון הפיקוח על העבודה (ממונים על הבטיחות), התשנ"ו-1996			40	331	4	6	0.473516	0.489151	188.576703	0	0.000657	4		0.032828	0	7	0	0	0.075973
הוראות סעיף 19. מיום 15.9.2019 תיקון מס' 12 ס"ח תשע"ח מס' 2708			40	332	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
תקנות אלה במשך 30 שנים לפחות מיום ביצוען; המעבדה תשלח העתק מתוצאות הבדיקות, עם קבלתן, למפקח עבודה אזורי וליושב ראש הועדה הטכנית. מיום 24.11.1990			40	333	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנה זו, "ילד" - עד גיל עשר, או בכל גיל שמחמת ליקוי גופני או נפשי זקוק הוא לליווי. מיום 13.6.1974 תק' (מס' 3) תשל"ד-1974			40	334	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק השיפוט הצבאי, התשט"ו-1955			40	335	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות תקנות החשמל (התקנת רשתות חשמל עיליות במתח עד 1000 וולט), תשנ"ה-1995			40	336	0	0	0	0	0	45	0.000197	0		0	0	51	0	0	0
תקנות התכנון והבנייה (מסירת מידע), התשמ"ט-1989			40	337	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנה 26) תקנות הבטיחות בעבודה (עגורני-צריח), תשכ"ז-1966			40	338	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
הוראות סעיף 8ג יחולו בשינויים המחוייבים.   מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459			40	339	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות סעיף 195, דינו – קנס 1,500 לירות וקנס נוסף 150 לירות בעד כל יום שבו נמשכת העבירה. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	340	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות התכנון והבניה (בקשה להיתר, תנאיו ואגרות), תש"ל-1970			40	341	0	0	0	0	0	46	0.000197	0		0	0	52	0	0	0
תקנות 9, 11 או 168.  מיום 29.8.1991 תק' תשנ"א-1991			40	342	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות הבטיחות בעבודה (ניטור סביבתי וניטור ביולוגי של עובדים בגורמים מזיקים), התשע"א-2011			40	343	4	6	0.473516	0.489151	188.576703	0	0.000657	5		0.032828	0	4	0	0	0.075973
תקנה 15 לענין תחילה. ת"ט מס' 5762 מיום 8.6.1996 עמ' 1050. ת"ט מס' 5772 מיום 11.7.1996 עמ' 1442. ק"ת תשנ"ח מס' 5887			40	344	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות משנה 6(ג), 6(ד)   מיום 12.11.1959 תק' תש"ך-1959			40	345	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה 25 כאמור בתקנה 25(2)(ב) וכן מבוטח כאמור בתקנה 26 (1א) ו-(1ב) – הם 0.4% מסכום הכנסת מינימום לפי פרט 1 בלוח י"א לחוק, כפול עשרה.   מיום 13.6.1974 תק' (מס' 3) תשל"ד-1974			40	346	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנת משנה 20(ג)   מיום 1.10.1970 תק' תש"ל-1970			40	347	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
תקנות הגנת הצומח (הסדר יבוא   ומכירה של תכשירים כימיים), התשנ"ה-1994			40	348	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
חוק (להלן – שירות רפואי מוסמך), על תוצאות הפגיעה ועל תקופת אי כשרו של המבוטח לעבודתו או לעבודה מתאימה אחרת. צירוף אישור     רפואי של תושב אזור מוחזק תק'     תשל"ז-1977			40	349	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק.  (ד) החישוב לפי תקנת משנה (א) ייערך לראשונה בעד התקופה של שלוש שנים המסתיימת ביום כ"ח באדר ב' תשי"ז (31 במרס 1957			40	350	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות מעבר. ק"ת תשנ"א מס' 5302			40	351	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות הבטיחות בעבודה (גיליון בטיחות) (גיליון בטיחות, סיווג, אריזה, תיווי וסימון של אריזות), תשנ"ח-1998			40	352	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
פקודה ובצו הבטיחות בעבודה (עבודות בניה הנדסית), תשכ"ב-1961			40	353	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות אלה היא ביום כ"ב באייר תשכ"ז (1 ביוני 1967			40	354	7	4	0.370815	0.415094	69.919235	0	0.000901	14		0.036011	0	0	0	0	0.077893
חוק יגיש תביעתו לפי טופס שאפשר להשיגו בכל אחד מסניפי המוסד. תק'     תשנ"ח-1998			40	355	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק. הנדרש חייב למסור את הפרטים בכתב בחתימת ידו או בעל פה בפני פקיד המוסד ולאשרם בחתימת ידו. דו"ח של     המעביד תק' תשי"ט-1959			40	356	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק זה הועברו לשר הרווחה והשירותים החברתיים: י"פ תשע"ז מס' 7394			40	357	2	6	0.434172	0.464106	60.015794	0	0.000446	2		0.021014	0	3	0	0	0.048687
הוראת שעה), התשע"ז-2017			40	358	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
הוראת שעה (מס' 2) תשמ"ג-1982			40	359	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
פקודה שפורסמה ע"ר 1946, תוס' 1 מס' 1472, עמ' 60; ס"ח 164, תשי"ד, עמ' 208; ס"ח 382, תשכ"ג, עמ' 6. תוקנה ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	360	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות החשמל (מיתקן חשמלי ארעי באתר בניה במתח שאינו עולה על מתח נמוך), תשס"ג-2002			40	361	1	4	0.305727	0.33996	0	0	0.000295	1		0.008204	0	7	0	0	0.016803
תקנת משנה (א)[1]. מיום 17.3.1955 תק' תשט"ו-1955			40	362	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות המהנדסים והאדריכלים, ושחתם על הבקשה להיתר ועל נספחיה כאחראי לתכנון שלד הבניין נושא הבקשה ולביצוע פיקוח עליון על הקמתו; תק'     תשע"ח-2018			40	363	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
חוק הגנת הפרטיות, תשמ"א-1981			40	364	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
חוקה חוק ומשפט של הכנסת ביום 5.8.1970 לפי סעיף 16 לפקודת סדרי השלטון והמשפט, תש"ח-1948			40	365	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות אלה ייקרא "תקנות הבטיחות בעבודה (עגורני-צריח), תשכ"ז-1966			40	366	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
חוק לתיקון סדרי הדין האזרחי (המדינה כבעל דין), תשי"ח-1958			40	367	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
הוראות בדבר מבנה הדרגנוע, דרכי הבדיקה והאישור של הדרגנוע, דרכי השימוש בדרגנוע ותחזוקתו, והכל בכפוף לתקן. מיום 14.7.2006 תיקון מס' 6 ס"ח תשס"ה מס' 2013			40	368	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
פקודת תאונות ומחלות משלח-יד (הודעה),   1945 3 פקודת   הנזיקין 4 תקנות הבטיחות בעבודה (עגורני צריח),   תשכ"ז-1966			40	369	0	0	0	0	0	47	0.000197	0		0	0	53	0	0	0
פקודה.            (ב)  תסקיר הבדיקה יימצא באתר הבניה בצמוד לפנקס הכללי.  מיום 29.8.1991 תק' תשנ"א-1991			40	370	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
חוק, ישלם דמי-ביטוח מפני פגיעה בעבודה בשיעור של 75% מהאמור בתקנת משנה (א).   מיום 1.10.1982 תק' תשמ"ג-1982			40	371	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
פקודה זו או תקנה לפיה, יראו את הדבר כאילו היתה הפרת הוראה לגבי כל עובד לחוד. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	372	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנה זו -            "מדד" - מדד תשומות הבניה כפי שמפרסמת אותו הלשכה המרכזית לסטטיסטיקה;           "מדד בסיסי" - המדד שפורסם בחודש דצמבר 1981			40	373	1	6	0.31914	0.360243	0	0	0.0003	1		0.008378	0	7	0	0	0.018691
הוראות סעיף 119א, שבו מפורש עומס העבודה הבטוח של הדרגנוע. מיום 14.7.2006 תיקון מס' 6 ס"ח תשס"ה מס' 2013			40	374	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות (תיקון מס' 7)      תשע"ד-2014			40	375	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק.   מיום 15.3.1973 תק' תשל"ג-1973			40	376	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק, אם ניתן; (12)  העתק אישור הרשות לשמירת הטבע והגנים הלאומיים, אם נדרש לפי חוק גנים לאומיים, שמורות טבע, אתרים לאומיים ואתרי הנצחה, התשנ"ח-1998			40	377	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנות ארגון הפיקוח על העבודה (תכנית   לניהול הבטיחות), תשעג-2013			40	378	0	0	0	0	0	48	0.000197	0		0	0	54	0	0	0
תקנות;           "סוג או הגדר", לענין מפעלים – לרבות תיאורה של קבוצת מפעלים לפי מקום הימצאם;           "עבודה רצופה" – עבודה הנמשכת ללא הפסקה של חצי שעה או יותר; (תיקון מס' 1)      תשל"ד-1974			40	379	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנת משנה (א) – (1)   יצרן, סוכן, יבואן או משווק, ימציא גליון בטיחות למקבל חומר מסוכן מהמפורטים בפסקאות (1), (2) או (4) בתקנת משנה (א), לפי דרישתו; תק'     תש"ס-2000			40	380	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
חוק החשמל, התשי"ד-1954			40	381	2	4	0.308781	0.344564	8760	0	0.000793	2		0.008209	0	6	0	0	0.017274
חוק ארגון הפיקוח על העבודה (תיקון מס' 11 – הוראת שעה), התשע"ט-2018			40	382	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות סעיף 5 לפקודה יחולו לגבי מחלות המקצוע המפורטות בתוספת, בנוסף למחלות המקצוע המפורטות בתוספת השלישית לפקודה. ביטול   3.    תקנות מחלות מקצוע (חובת הודעה - רשימה נוספת), תשכ"ח-1968			40	383	0	0	0	0	0	49	0.000197	0		0	0	55	0	0	0
תקנות 1 ו-6 לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988			40	384	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק: אם מקום תשלום השכר והזמן לגבייתו נקבעו על ידי המעביד בדרך כלל או במיוחד לפני קרות התאונה; מקום אחר שבו     נמצא ילד תק' (מס' 3)      תשל"ד-1974			40	385	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק להוציא מבוטח שהוא כבאי מתנדב כמשמעותו בסעיף 1 לחוק שירותי הכבאות, תשי"ט-1959			40	386	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות. מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459			40	387	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק (מס' 3)      תשכ"ה-1965			40	388	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות רופאי השיניים (הגדרת תחום עבודתם של טכנאי השיניים והסדרתה), תשמ"ו-1986			40	389	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנה 18 של התקנות הנזכרות בסעיף (ד) לעיל.               תאריך             שם המפעל               חתימה     כ"א בסיון תשנ"ב (22 ביוני 1992			40	390	3	4	0.369338	0.4115	12.606953	0	0.000506	3		0.02662	0	4	0	0	0.056561
הוראת שעה (תוקנו מס' 4434 מיום 5.12.1982 עמ' 330 – תק' (תיקון) תשמ"ג-1982			40	391	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק, ישלם דמי ביטוח מפני פגיעה בעבודה בשיעור של 75% מהאמור בתקנת משנה (א).   מיום 31.3.1975 תק' (מס' 2) תשל"ה-1975			40	392	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
